id,tipo_gestion,nivel_educ_madre,iecep,one_alto_cs_nat,one_bajo_cs_nat,one_medio_cs_nat,one_alto_cs_soc,one_bajo_cs_soc,one_medio_cs_soc,one_alto_lengua,one_bajo_lengua,one_medio_lengua,one_alto_mat,one_bajo_mat,one_medio_mat,tasa_repeticion_2012,tasa_sobreedad_2012,tasa_sobreedad_avanzada_2012,promocionados_2011,salidos_sin_pase_2011,ive_2011,domiciliados_pba,extranjeros_2013,inversion_alumnos_2013
1,Privada,5.79,6.65855,0.29,0.097,0.613,0.519,0.037,0.444,0.52,0.04,0.44,0.346,0.038,0.615,16.5094,17.4528,2.35849,83.1818,1.2931,0.13148,0,5.17241,24340.9
2,Privada,6.25,6.43845,0,0.214,0.786,0.227,0.227,0.545,0.267,0.133,0.6,0.19,0.095,0.714,0,60.1449,9.42029,61.7188,0,0.0766076,0,2.29008,26374
3,Privada,5.53,7.19646,0.3,0.025,0.675,0.561,0.073,0.366,0.537,0.049,0.415,0.39,0.049,0.561,2.06186,6.95876,2.06186,92.2078,2.78481,0.0677125,0,4.63918,15561.5
4,Estatal,6.06,6.95247,0.265,0.229,0.506,0.463,0.053,0.484,0.54,0.103,0.356,0.235,0.094,0.671,3.27869,13.9344,1.31148,87.2659,1.65441,0.0746716,3.5,5.87156,20568.4
5,Estatal,4.65,3.95331,0.054,0.518,0.429,0.182,0.109,0.709,0.222,0.159,0.619,0.047,0.406,0.547,21.4963,70.8114,44.3625,72.1358,20.1405,0.553109,17.4,10.7561,25034.3
6,Privada,6.14,5.70104,0.226,0.323,0.452,0.2,0.233,0.567,0.367,0.133,0.5,0.148,0.259,0.593,1.3986,9.44056,0,88.7719,0.696864,0.0549583,0,0.340136,19010.2
7,Estatal,3.35,4.68077,0.075,0.478,0.448,0.15,0.3,0.55,0.088,0.221,0.691,0.077,0.323,0.6,11.4522,48.17,16.0567,73.613,3.98458,0.296082,7.7,25.1678,21849.4
8,Privada,4.66,2.91614,0.074,0.333,0.593,0.138,0.345,0.517,0.117,0.333,0.55,0.051,0.458,0.492,15.0943,56.6038,23.0189,87.8419,4.41989,0.339046,5.3,11.6541,15932.1
9,Privada,5.31,5.86268,0.14,0.246,0.614,0.2,0.127,0.673,0.345,0.127,0.527,0.179,0.125,0.696,8.7963,25.463,1.62037,82.4147,2.14797,0.138896,0,0.707547,19052.1
10,Privada,5.55,6.19063,0.08,0.12,0.8,0.333,0.111,0.556,0.44,0.04,0.52,0.423,0.077,0.5,10.8787,30.5439,6.27615,84.186,0.454545,0.158717,0,2.75591,19746.7
11,Estatal,3.46,3.49832,0,0.381,0.619,0,0.5,0.5,0.091,0.409,0.5,0.043,0.391,0.565,5.93923,68.232,32.1823,65.5436,10.9439,0.405119,1.3,35.1695,24265.8
12,Privada,4.64,6.27191,0.067,0.133,0.8,0.067,0.2,0.733,0.286,0,0.714,0.067,0.2,0.733,0,12.5,0,90.9091,0,0.0538912,0,3.97351,17378.8
13,Estatal,4.16,5.84891,0.047,0.247,0.706,0.148,0.16,0.691,0.171,0.197,0.632,0.139,0.228,0.633,7.1048,27.8863,6.03908,80.1587,3.27553,0.115254,3.2,19.3182,32887.6
14,Privada,6.3,6.861,0.407,0.123,0.469,0.369,0.071,0.56,0.549,0.037,0.415,0.518,0.024,0.458,3.99274,14.1561,1.81488,83.3935,2.06186,0.14227,2.5,3.02491,25632.4
15,Estatal,3.76,2.37509,0.05,0.55,0.4,0.045,0.455,0.5,0.059,0.647,0.294,0,0.529,0.471,13.1059,52.6032,19.5691,70.0803,8.50277,0.308168,5.2,24.0506,26810
16,Privada,6.45,7.17661,0.595,0.119,0.286,0.455,0.068,0.477,0.581,0.023,0.395,0.451,0.078,0.471,0.323625,4.85437,0,94.2568,0,0.0211111,0,2.63158,83278.1
17,Estatal,5.62,6.78224,0.28,0.08,0.64,0.558,0.019,0.423,0.54,0.06,0.4,0.292,0.104,0.604,8.59189,26.969,2.6253,78.5377,0,0.106386,27.2,0.740741,21815.9
18,Privada,4.96,5.63659,0.104,0.271,0.625,0.256,0.186,0.558,0.314,0.137,0.549,0.022,0.222,0.756,5.6338,22.2535,6.19718,75.7747,1.11732,0.120437,0,3.58127,14650.9
19,Estatal,5.25,2.76435,0.167,0.208,0.625,0.261,0.174,0.565,0.208,0.333,0.458,0.083,0.375,0.542,26.6436,86.8512,64.3599,52.8889,25.5452,0.732449,39.1,8.41751,33270
20,Privada,5.66,6.36067,0.44,0.14,0.42,0.275,0.059,0.667,0.388,0.102,0.51,0.148,0.148,0.704,3.38542,9.89583,1.04167,88.8021,1.28866,0.0767968,0,1.52672,16776.2
21,Privada,5.04,3.05462,0.024,0.61,0.366,0.025,0.4,0.575,0.024,0.366,0.61,0,0.474,0.526,15.9609,46.9055,9.44625,78.1818,2.68456,0.292675,22.2,3.7037,13905.6
22,Privada,5.81,6.14543,0.13,0.239,0.63,0.234,0.17,0.596,0.273,0.091,0.636,0.214,0.214,0.571,6.89655,37.5,9.05172,84.0336,0.833333,0.172058,0,2.95359,19866.7
23,Privada,4.46,4.32735,0.111,0.317,0.571,0.079,0.206,0.714,0.133,0.183,0.683,0.079,0.286,0.635,17.2373,49.7048,15.9386,70.7711,6.58343,0.333618,0,7.11701,11803.2
24,Privada,6.12,5.9367,0.1,0.1,0.8,0.136,0.227,0.636,0.389,0.056,0.556,0.222,0.333,0.444,2.6087,22.6087,5.21739,90.5983,1.68067,0.123093,0,2.4,18901.3
25,Estatal,4.27,5.21719,0.259,0.185,0.556,0.261,0.174,0.565,0.12,0.16,0.72,0.381,0.19,0.429,22.0566,80.775,46.6468,65.2932,1.27389,0.422013,15.3,32.5893,48037.3
26,Privada,6.38,6.48636,0.278,0.111,0.611,0.5,0.111,0.389,0.533,0.067,0.4,0.389,0.278,0.333,1.13636,5.68182,1.13636,92.5926,0,0.0336934,2.3,1.16279,35182.7
27,Estatal,5.23,5.43154,0.111,0.111,0.778,0.4,0.1,0.5,0.333,0.222,0.444,0,0.1,0.9,14.4737,25,8.77193,79.4737,1.96078,0.228093,27.4,0.829876,34399.8
28,Privada,6.42,5.97249,0.241,0.034,0.724,0.346,0.077,0.577,0.192,0.231,0.577,0.103,0.172,0.724,2.5,6.5,0,95.8333,0,0.0333748,0,0.478469,16465.5
29,Estatal,5.02,6.13943,0.227,0.107,0.667,0.275,0.163,0.563,0.432,0.123,0.444,0.225,0.099,0.676,10.041,34.4262,10.8607,84.9604,8.88889,0.251015,2.2,13.5458,16991.4
30,Estatal,5.17,6.52604,0.312,0.156,0.532,0.387,0.16,0.453,0.367,0.051,0.582,0.237,0.118,0.645,9.10345,25.3793,2.62069,80.7212,0.951087,0.135949,13.8,3.48059,20592.3
31,Estatal,4.37,3.56626,0.121,0.424,0.455,0.034,0.241,0.724,0.115,0.269,0.615,0.061,0.394,0.545,30.6383,68.227,31.2057,62.2924,4.22961,0.425215,6.7,21.4876,25170.2
32,Privada,6.46,7.56904,0.303,0.091,0.606,0.516,0.032,0.452,0.452,0,0.548,0.323,0.065,0.613,1.50943,3.39623,0,92.7203,0.377358,0.0147054,3,0.746269,21537.1
33,Privada,5.89,7.13799,0.19,0.238,0.571,0.25,0.15,0.6,0.238,0.095,0.667,0.238,0.095,0.667,6.48148,13.8889,0.925926,93.2039,0,0.0320513,7.4,1.85185,12107.7
34,Estatal,4.93,5.92963,0.202,0.211,0.588,0.349,0.132,0.519,0.382,0.164,0.455,0.203,0.136,0.661,13.3404,34.4717,9.92529,74.4958,2.30415,0.192638,8.5,9.0715,15653.3
35,Estatal,4.26,5.09401,0,0.281,0.719,0.156,0.25,0.594,0.152,0.152,0.697,0.172,0.138,0.69,24.1294,61.6915,32.3383,67.1642,19.0255,0.493986,17,12.3153,26117.2
36,Privada,6.71,6.73801,0.188,0.188,0.625,0.385,0.077,0.538,0.389,0.056,0.556,0.222,0.167,0.611,0,3.38983,0,96.9466,0,0.0157443,0,0.833333,90928.6
37,Estatal,4.88,4.78282,0.077,0.308,0.615,0.091,0.333,0.576,0.152,0.273,0.576,0.025,0.4,0.575,6.19469,29.646,10.177,81.9372,3.52645,0.174591,32.6,2.44565,31753.3
38,Estatal,4.37,4.64,0.036,0.4,0.564,0.129,0.371,0.5,0.097,0.226,0.677,0.05,0.183,0.767,20.8807,56.8182,33.6648,73.4589,6.89103,0.3756,2.6,10.7895,23353.1
39,Estatal,4.68,5.04145,0,0.4,0.6,0.4,0.2,0.4,0.154,0.154,0.692,0.048,0.143,0.81,25.3571,76.25,47.8571,73.3781,15.9049,0.488091,52.2,10.5066,31952
40,Estatal,4.92,5.37051,0.152,0.268,0.58,0.308,0.163,0.529,0.245,0.206,0.549,0.154,0.231,0.615,12.6359,54.212,21.0598,75.4224,7.91667,0.300676,3.7,11.0638,20281.5
41,Estatal,4.01,6.0382,0.098,0.272,0.63,0.103,0.191,0.706,0.243,0.108,0.649,0.1,0.189,0.711,12.7109,39.2576,10.5737,71.3075,6.22877,0.220782,19.4,11.1932,29167.2
42,Privada,6.31,7.24404,0.116,0.186,0.698,0.302,0.047,0.651,0.318,0,0.682,0.348,0.043,0.609,3.21637,10.8187,0,87.2464,0,0.0715058,0.9,1.47929,17788.5
43,Privada,6,3.16451,0.25,0.375,0.375,0.235,0.235,0.529,0.133,0.133,0.733,0.176,0.529,0.294,37.3913,58.2609,10.4348,80.4688,1.6,0.407018,15.9,2.80374,25620.9
44,Estatal,4.41,5.28321,0,0.297,0.703,0.067,0.4,0.533,0.205,0.182,0.614,0.02,0.3,0.68,31.6054,47.6589,17.5585,68.4764,5.44,0.142961,7.9,15.5518,20434.5
45,Estatal,4.9,6.57063,0.325,0.1,0.575,0.39,0.11,0.5,0.427,0.073,0.5,0.522,0.033,0.444,16.4399,47.0522,27.551,78.76,2.11581,0.281813,15.3,7.5179,36978.7
46,Privada,4.9,4.77066,0.079,0.289,0.632,0.158,0.289,0.553,0.098,0.22,0.683,0.15,0.325,0.525,8.16327,42.0408,8.57143,78.1746,1.1583,0.166921,0,8.26772,15962.6
47,Privada,5.13,7.14896,0.298,0.07,0.632,0.464,0.054,0.482,0.569,0,0.431,0.434,0.038,0.528,2.15633,12.6685,1.34771,86.7769,1.06667,0.0799289,50.9,1.31234,18370.3
48,Privada,6.26,7.63073,0.316,0.088,0.596,0.259,0.111,0.63,0.583,0.021,0.396,0.655,0.055,0.291,0,0.955414,0,99.3103,0,0.0601932,0,0.315457,24741.6
49,Privada,5.12,6.37158,0.135,0.297,0.568,0.083,0.306,0.611,0.25,0.125,0.625,0.179,0.051,0.769,0,14.741,2.78884,84.375,0,0.0636882,1.2,2.40964,18171
50,Privada,5.86,7.02759,0.174,0.058,0.768,0.2,0.129,0.671,0.333,0.143,0.524,0.206,0.048,0.746,2.41692,16.0121,0.60423,87.7245,0,0.0225541,1.2,0.588235,13468.2
51,Privada,6.21,7.64976,0.386,0.053,0.561,0.415,0.019,0.566,0.622,0.022,0.356,0.729,0,0.271,0.250627,9.77444,0.250627,95.1157,0,0.0149723,0,0.522193,29899.9
52,Privada,5,6.03857,0,0.286,0.714,0.2,0.4,0.4,0.071,0.357,0.571,0.067,0,0.933,4.62963,26.8519,5.55556,85.2941,6.30631,0.236368,0,25.7732,16448.7
53,Estatal,5.33,6.27437,0.232,0.232,0.537,0.393,0.083,0.524,0.42,0.123,0.457,0.28,0.061,0.659,7.10744,29.0909,6.1157,78.8217,2.31839,0.168503,3.4,6.76819,22612.4
54,Estatal,5.56,6.70113,0.2,0.091,0.709,0.308,0.096,0.596,0.455,0.036,0.509,0.138,0.155,0.707,8.93372,51.8732,13.2565,80.4094,1.9774,0.118624,22.6,4.71698,23029.1
55,Privada,6.17,7.58933,0.146,0.191,0.663,0.265,0.241,0.494,0.473,0.066,0.462,0.489,0.023,0.489,0,0.977995,0,95.2494,0,0.00315956,1.5,1.21654,20557.3
56,Privada,5.89,6.7954,0.063,0.25,0.688,0.156,0.313,0.531,0.382,0.029,0.588,0.242,0.121,0.636,2.22222,13.3333,0.555556,89.0805,1.13636,0.0718638,1.3,1.27389,19471
57,Privada,5.88,7.45551,0.379,0.069,0.552,0.552,0.034,0.414,0.833,0,0.167,0.5,0,0.5,5.6338,18.7793,1.87793,80.3653,3.07018,0.105754,5,4.5045,18300.1
58,Privada,5.96,7.32206,0.429,0,0.571,0.6,0.067,0.333,0.654,0.077,0.269,0.679,0.036,0.286,1.18343,10.6509,1.77515,68.2635,0,0.0453998,30.8,0.581395,25772.2
59,Privada,6.41,6.73738,0.313,0.217,0.47,0.286,0.158,0.556,0.428,0.123,0.449,0.274,0.089,0.637,2.72989,3.59195,0,87.1833,0.148368,0.0206514,0.4,0.280899,15987
60,Privada,6.03,7.31049,0.429,0.119,0.452,0.579,0.026,0.395,0.643,0.024,0.333,0.538,0,0.462,1.14504,6.48855,0,92.2794,1.09091,0.0466786,0,4.04858,16786.7
61,Estatal,3.81,4.6579,0.222,0.056,0.722,0.143,0.143,0.714,0.174,0.217,0.609,0.083,0.292,0.625,6.23441,18.7032,2.49377,65.6716,0,0.216971,3,21.7722,37379.7
62,Privada,5.95,7.27384,0.28,0,0.72,0.36,0.08,0.56,0.583,0.083,0.333,0.182,0,0.818,0,3.63636,0,94.0789,0,0.0108225,0.7,1.31579,15714.9
63,Privada,5.89,5.65078,0.079,0.5,0.421,0.189,0.297,0.514,0.226,0.355,0.419,0.094,0.125,0.781,16.7883,64.2336,18.9781,86.8421,1.30719,0.270447,0,0.699301,24845.6
64,Estatal,4.93,4.84569,0.178,0.333,0.489,0.239,0.181,0.58,0.276,0.15,0.575,0.153,0.19,0.657,26.2983,72.4862,46.9613,70.6983,20.7739,0.577213,2.3,8.76586,31799.4
65,Estatal,4.6,6.14505,0.202,0.212,0.587,0.327,0.133,0.541,0.387,0.129,0.484,0.223,0.106,0.67,9.70246,31.5653,8.92626,77.1164,1.43603,0.168831,12.1,4.7619,19035.8
66,Privada,6.13,7.46995,0.329,0.024,0.646,0.462,0.077,0.462,0.506,0.039,0.455,0.468,0.063,0.468,2.03488,8.13953,0.581395,90.3683,0,0.034016,1.2,1.51976,20316.6
67,Estatal,4.14,3.38873,0.077,0.231,0.692,0.28,0.2,0.52,0.074,0.222,0.704,0.077,0.385,0.538,41.6058,98.5401,95.9854,55.3191,36.4286,0.765848,26.4,5.12821,34054.9
68,Privada,6.71,6.57179,0.222,0.5,0.278,0.444,0.111,0.444,0.571,0.071,0.357,0.353,0.059,0.588,8.82353,17.6471,3.92157,87.3786,0,0.13141,0,1.83486,19772.8
69,Estatal,5.24,4.72395,0.105,0.395,0.5,0.2,0.32,0.48,0.148,0.246,0.607,0.078,0.344,0.578,12.8736,41.1494,8.96552,73.6597,7.37327,0.257988,21.5,3.65297,20176.2
70,Privada,6.46,7.54874,0.288,0.154,0.558,0.434,0.113,0.453,0.58,0,0.42,0.392,0.078,0.529,1.86567,8.20895,0.373134,96.1672,0.684932,0.0212689,0.8,0.816327,27102.7
71,Privada,6.03,7.0326,0.077,0.333,0.59,0.227,0.091,0.682,0.432,0.023,0.545,0.116,0.186,0.698,4.4,4.4,0.8,98.7903,0,0,0,1.19522,19989.2
72,Privada,6.69,7.50806,0.347,0.133,0.52,0.365,0.054,0.581,0.481,0.052,0.468,0.347,0.053,0.6,0,1.22699,0.306748,98.5423,0,0.000968992,1,1.62338,28834.8
73,Estatal,6.26,7.30846,0.354,0.114,0.532,0.452,0.075,0.473,0.761,0.011,0.227,0.328,0.125,0.547,2.19966,21.3198,3.04569,95.0617,0.347826,0.0351267,0.9,0.522648,17568.3
74,Privada,5.86,7.4629,0.44,0,0.56,0.48,0,0.52,0.63,0.037,0.333,0.478,0.043,0.478,0,14.2857,7.14286,95.5882,0,0.0625,0,2.17391,24397
75,Privada,6.65,7.61782,0.535,0.093,0.372,0.488,0.049,0.463,0.761,0.043,0.196,0.652,0,0.348,0,1.72414,0,97.8571,0,0.00827423,0,0.647249,26543
76,Estatal,4.1,4.02302,0.041,0.356,0.603,0.075,0.388,0.537,0.159,0.203,0.638,0.078,0.359,0.563,37.037,72.3457,36.4198,62.9764,8.05369,0.502755,7.1,19.3004,21275.2
77,Privada,6,6.71703,0.167,0.167,0.667,0.313,0.188,0.5,0.286,0,0.714,0.133,0.133,0.733,1.65289,3.30579,0,94.1176,2.3622,0.100225,0.8,0.840336,23861.8
78,Estatal,4.61,6.03323,0.038,0.358,0.604,0.194,0.177,0.629,0.208,0.104,0.688,0.121,0.155,0.724,10.4412,64.2647,21.1765,68.9713,0.651466,0.147591,3,10.0671,17523.9
79,Privada,6.46,7.32086,0,1,0,0.458,0.083,0.458,0.56,0,0.44,0.44,0,0.56,5.14706,15.4412,2.20588,87.0504,2.11268,0.111725,3.4,7.69231,29119.7
80,Estatal,6.32,6.80107,0.474,0.105,0.421,0.364,0.061,0.576,0.657,0.057,0.286,0.36,0.04,0.6,10.8844,20.7483,4.7619,79.2593,0.714286,0.137065,14.3,1.68067,31549.6
81,Privada,6.07,7.49342,0.417,0.042,0.542,0.48,0.04,0.48,0.64,0.04,0.32,0.4,0,0.6,0.694444,13.1944,1.38889,96.3504,0.746269,0.0560742,0,3.07692,28427.6
82,Privada,6.42,7.87592,0.538,0,0.462,0.547,0,0.453,0.788,0,0.212,0.612,0.02,0.367,0,1.97628,0.395257,98.951,0,0.0617716,1.8,3.11111,111758
83,Estatal,5.43,5.32812,0,0.531,0.469,0.059,0.392,0.549,0.143,0.306,0.551,0.18,0.26,0.56,6.35838,32.3699,11.2717,80.1724,0,0.227429,4,3.4384,30904.2
84,Estatal,4.91,4.64768,0.179,0.372,0.449,0.241,0.276,0.483,0.186,0.314,0.5,0.125,0.284,0.591,28.3333,65.1852,32.7778,58.3187,11.9011,0.342156,12.6,8.94737,34923.9
85,Estatal,5.43,6.49726,0.429,0.063,0.508,0.484,0.024,0.492,0.526,0.058,0.416,0.664,0.023,0.313,14.2295,18.623,1.83607,63.5181,0,0.254023,16,8.06916,37396.8
86,Privada,3.67,6.68808,0.205,0.091,0.705,0.211,0.105,0.684,0.242,0.061,0.697,0.184,0.079,0.737,2.61044,25.7028,5.62249,89.5745,3.66599,0.155758,25.7,11.5385,15823.3
87,Privada,6.14,7.06378,0.4,0,0.6,0.6,0.2,0.2,0.5,0,0.5,0,0.167,0.833,3.1746,30.1587,1.5873,90,1.40845,0.127069,4.5,4.47761,48157
88,Privada,5.7,6.27861,0.235,0.235,0.529,0.229,0.2,0.571,0.267,0.167,0.567,0.167,0.111,0.722,2.82258,14.9194,0.806452,87.7395,0.754717,0.0520523,42,3.36134,16493.7
89,Privada,6.59,7.70568,0.338,0.078,0.584,0.347,0.107,0.547,0.569,0.028,0.403,0.316,0.026,0.658,2.44755,9.09091,0.34965,87.6712,0,0.0299971,0,0.706714,25759.4
90,Estatal,3.03,2.04033,0.027,0.541,0.432,0,0.586,0.414,0.059,0.588,0.353,0.031,0.688,0.281,29.8867,76.9122,52.1246,88.9803,2.06349,0.353465,4.2,20.0647,27024.4
91,Privada,5.77,6.95968,0.222,0.148,0.63,0.418,0.091,0.491,0.509,0.036,0.455,0.265,0.082,0.653,2.2082,6.94006,1.26183,93.8462,0,0.0387085,50.3,0.955414,14484.2
92,Privada,6.08,5.73315,0.245,0.306,0.449,0.288,0.154,0.558,0.306,0.102,0.592,0.16,0.34,0.5,2.5,42,8,91.4141,2.92683,0.162329,0,2.87356,24407.9
93,Privada,6.03,6.86028,0.3,0.2,0.5,0.235,0.176,0.588,0.38,0.04,0.58,0.191,0.064,0.745,1.44928,6.08696,0.57971,93.3333,0,0.0421958,2.1,0.879765,14857.6
94,Estatal,5.02,6.76573,0.306,0.129,0.565,0.443,0.049,0.508,0.429,0.125,0.446,0.554,0.062,0.385,9.71731,39.9293,17.4912,77.9385,4.90694,0.171846,7.6,6.02837,40426.5
95,Estatal,4.19,2.80663,0,0,0,0,0.32,0.68,0.222,0.333,0.444,0.034,0.276,0.69,51.6796,97.6744,91.9897,39.5706,27.3364,0.821095,0,14.2458,22729
96,Privada,5.28,5.37819,0.05,0.5,0.45,0.161,0.268,0.571,0.176,0.098,0.725,0.069,0.397,0.534,13.8264,64.9518,24.1158,86.9159,2.76074,0.263067,0,3.26087,20951
97,Privada,4.89,6.30666,0.091,0.318,0.591,0.44,0.12,0.44,0.333,0.125,0.542,0.217,0.087,0.696,2.8169,13.3803,1.40845,82.9268,1.53846,0.0884391,0,6.56934,17099.9
98,Estatal,5.04,4.99837,0.243,0.243,0.514,0.214,0.286,0.5,0.143,0.171,0.686,0.143,0.19,0.667,21.9888,55.6022,28.2913,68.8923,5.42857,0.351261,35.5,3.42368,31828.5
99,Estatal,3.89,5.44974,0.118,0.235,0.647,0.227,0.227,0.545,0.286,0.19,0.524,0.111,0.111,0.778,20.9215,51.9303,25.4047,57.8745,5.70388,0.295957,14.6,17.0861,28805.7
100,Privada,5.24,7.3458,0.5,0,0.5,0.467,0.2,0.333,0.75,0.063,0.188,0.571,0,0.429,0.869565,30.4348,6.95652,96.3636,1.96078,0.139319,1,13.5922,26879
101,Privada,5.84,5.83633,0.13,0.261,0.609,0.253,0.3,0.447,0.317,0.183,0.5,0.145,0.276,0.579,2.74136,7.50894,0.11919,92.6506,0,0.0223877,1.1,1.93622,13100.8
