hora_c,hora_f,bformal,dconurb1,dconurb2,dconurb3,dmore2000,dprop_soloviv,dprop_ocupant,dinquilinos,npersonashogar,dedu_secincomp,dedu_seccomp,dedu_ter_o_mas,ddondevivia2,ddondevivia3,ddondevivia4,ddondevivia5,ddondevivia6,ddondevivia7,dmigrantefuerabarrio,antigenvivienda,nambientes,m2,dconexionagua1,dconexionagua2,dconexionagua3,dpagaelagua,dcloaca,delectricidad_med,dconexiongas,alquiler2,ingresohogar2
13.2,13.45,1,0,1,0,1,0,0,0,5,1,0,0,0,0,0,1,0,0,1,17,5,2,1,0,0,1,0,1,1,6000,18000
16,16.25,1,0,1,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,1,1,4,2,1,0,0,1,1,1,1,8000,20000
13.55,14.2,1,0,1,0,1,1,0,0,6,0,0,0,0,0,0,0,1,0,1,20,3,1,1,0,0,1,0,1,1,,13500
13,13.25,1,0,1,0,1,0,0,0,5,1,0,0,1,0,0,0,0,0,0,18,3,2,1,0,0,1,0,1,0,3000,17000
15.45,16.1,1,0,1,0,1,0,0,0,6,0,1,0,1,0,0,0,0,0,0,19,6,3,1,0,0,1,0,1,1,,22000
14.55,15.25,1,0,1,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,,3,2,1,0,0,1,0,1,1,3500,25000
16,16.35,1,0,1,0,1,1,0,0,5,1,0,0,0,0,0,0,0,0,0,,2,2,1,0,0,1,0,1,0,3500,14000
15.3,15.55,1,0,1,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,,3,2,1,0,0,1,0,1,0,5000,30000
17.1,17.35,1,0,1,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,20,4,3,1,0,0,1,0,1,1,4000,18000
10.4,11.03,1,0,1,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,4,2,1,0,0,1,0,1,1,6000,12000
12.2,12.4,1,0,1,0,1,0,0,1,5,0,0,1,1,0,0,0,0,0,0,8,3,2,1,0,0,,0,1,1,2500,20000
16.35,17.05,1,0,1,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,,5,3,1,0,0,1,0,1,1,6000,20000
11.5,12.15,1,0,1,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,,4,2,1,0,0,1,0,1,1,,16000
13.3,13.51,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,3,1,1,0,0,1,0,1,1,4500,7000
11.1,11.34,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,10,4,1,1,0,0,1,0,1,0,5000,12000
12.3,12.55,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,10,2,1,1,0,0,1,0,1,0,1000,5500
16.35,17.05,1,0,1,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,15,4,2,1,0,0,1,0,1,0,3000,16000
13,13.25,1,0,1,0,1,1,0,0,10,1,0,0,0,0,0,0,0,0,0,,3,3,1,0,0,1,0,1,0,3000,10000
15.15,15.35,1,0,1,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,,6,2,1,0,0,1,0,1,1,,21000
10.25,10.5,1,0,1,0,1,0,1,0,5,0,1,0,0,0,0,0,0,0,0,,5,2,0,0,0,1,0,1,0,5000,10000
11.5,12.12,1,0,1,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,1,23,3,2,1,0,0,1,0,1,1,4000,12000
14.15,14.4,1,0,1,0,1,0,0,1,5,0,1,0,0,0,0,1,0,0,1,2,3,3,1,0,0,1,0,1,1,5000,8000
12.25,12.55,1,0,1,0,1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,,5,3,1,0,0,1,0,1,0,5000,14000
13,13.3,1,0,1,0,1,0,0,0,7,0,0,1,0,0,0,0,0,1,1,20,5,5,1,0,0,1,0,1,1,10000,40000
17,17.3,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,4,1,1,0,0,1,0,1,1,4500,17000
15.25,15.5,1,0,1,0,1,0,0,1,4,1,0,0,1,0,0,0,0,0,0,1,3,2,1,0,0,1,0,1,1,2000,9200
10.3,10.55,1,0,1,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,53,5,2,1,0,0,1,0,1,1,4000,8000
13.38,14.08,1,0,1,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,,3,2,1,0,0,1,0,1,0,6000,16000
17.4,18.15,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,4,2,1,0,0,1,0,1,1,6000,14000
11,11.25,1,0,1,0,1,0,0,1,2,1,0,0,0,1,0,0,0,0,1,8,4,2,1,0,0,1,1,1,1,5500,8000
17.15,17.4,1,0,1,0,1,0,0,0,5,0,1,0,1,0,0,0,0,0,0,12,4,2,1,0,0,1,0,1,1,5000,12000
13.2,14.05,0,0,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,1,1,6,3,2,0,0,1,0,0,1,0,,26000
13.3,14,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,20,3,2,0,1,0,0,0,0,0,2000,10000
14.1,14.35,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,0,1,1,19,5,3,0,1,0,0,0,0,0,3500,14000
13.3,14,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,0,0,0,1500,8000
12.5,13.2,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,1,20,4,2,0,1,0,0,0,0,0,2000,5000
12.5,13.2,0,0,1,0,0,0,1,0,4,1,0,0,0,0,0,1,0,0,1,9,3,1,0,1,0,0,0,0,0,2500,30000
11,11.35,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,0,1,0,1,13,4,3,0,0,1,0,0,1,0,3000,20000
11.5,12.2,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,10,3,2,0,0,1,0,0,1,0,,15000
9.4,10.1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,13,4,3,0,0,1,0,0,1,0,,10000
11,11.3,0,0,1,0,0,1,0,0,7,1,0,0,0,1,0,0,0,0,1,16,5,3,0,1,0,0,0,0,0,4000,30000
10.2,10.45,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,1,8,3,2,0,0,1,0,0,1,0,,19000
14.45,15.15,0,0,1,0,0,1,0,0,6,1,0,0,1,0,0,0,0,0,0,9,4,2,0,1,0,0,0,0,0,2000,10000
14.45,15.15,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,1,15,4,2,0,0,1,0,0,1,0,,30000
14.15,14.35,0,0,1,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,,4,3,0,0,1,0,0,1,0,,26000
9.449999999999999,10.15,0,0,1,0,0,1,0,0,8,0,1,0,0,1,0,0,0,0,1,16,5,4,0,1,0,0,0,0,0,,15000
14.15,14.35,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,0,1,1,18,4,3,0,1,0,0,0,1,0,,14000
13.3,14.05,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,21,4,2,0,0,0,0,0,1,0,4000,14000
14.1,14.35,0,0,1,0,0,1,0,0,5,0,0,1,0,0,0,0,0,1,1,0,5,3,0,1,0,0,0,0,0,,
12.45,13.15,0,0,1,0,0,1,0,0,6,1,0,0,0,0,0,0,0,1,1,15,4,2,0,1,0,0,0,1,0,3000,25000
10.2,10.45,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,1,12,3,2,0,1,0,,0,0,0,2500,20000
13.5,14.2,1,0,1,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,1,20,4,2,1,0,0,1,0,1,0,5000,15000
15.35,16,1,0,1,0,0,0,1,0,4,1,0,0,0,1,0,0,0,0,1,4,2,1,1,0,0,1,0,1,1,,11000
14.5,15.25,1,0,1,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,,4,2,1,0,0,1,1,1,1,,10000
12.1,12.4,1,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,1,3,2,1,0,0,,1,1,1,3500,22000
14,14.3,1,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,30,3,1,1,0,0,1,0,1,1,4000,26000
10.45,11.2,1,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,7,3,2,1,0,0,1,1,1,1,4000,25000
12.3,12.55,1,0,1,0,0,0,1,0,4,1,0,0,0,0,0,0,0,1,1,8,3,2,1,0,0,1,1,1,0,4000,13000
16.15,16.45,1,0,1,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,,4,2,1,0,0,1,1,1,1,7000,25000
17,17.35,1,0,1,0,0,0,1,0,5,1,0,0,0,0,0,0,0,1,1,35,5,2,1,0,0,1,1,1,0,6000,20000
14.3,14.55,1,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,1,5,3,2,1,0,0,1,0,1,0,4000,10000
16.2,16.5,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,12,3,2,1,0,0,1,1,1,1,,15000
11.3,12.01,1,0,1,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,1,2,4,2,1,0,0,1,0,1,1,5000,20000
16.1,16.35,1,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,,3,2,1,0,0,1,0,1,1,,20000
10.45,11.2,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,38,3,2,1,0,0,1,1,1,1,,9000
11.5,12.2,1,0,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,12,5,2,1,0,0,1,0,1,1,5000,14000
11.5,12.25,1,0,1,0,0,0,0,1,5,0,0,1,0,0,0,1,0,0,1,8,4,2,1,0,0,1,0,1,1,3000,20000
13.25,13.55,1,0,1,0,0,0,1,0,6,1,0,0,0,1,0,0,0,0,1,10,3,2,1,0,0,1,1,1,0,2000,16000
15,15.3,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,,5,3,1,0,0,1,0,1,0,,24000
11.3,12.05,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,5,4,1,0,0,1,1,1,1,,26000
13.15,13.4,1,0,1,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0,2,1,1,0,0,1,1,1,1,4000,19000
15.4,16.05,1,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,,4,2,1,0,0,1,0,1,0,5000,
13,13.35,1,0,1,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,1,12,6,4,1,0,0,1,0,1,1,4000,10000
11.25,11.5,1,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,1,20,4,2,1,0,0,1,1,1,0,,31900
13,13.25,1,0,1,0,0,0,0,0,6,0,1,0,1,0,0,0,0,0,0,10,5,3,1,0,0,,0,1,1,4000,35000
15,15.3,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,19,3,2,1,0,0,1,1,1,1,,17000
10,10.35,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,26,5,2,0,0,0,1,1,1,1,,19000
15.45,16.2,1,0,1,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,28,4,3,1,0,0,1,0,1,1,,16000
11,11.3,1,0,1,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,,4,2,1,0,0,1,0,1,0,,15000
13,13.25,1,0,1,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,,4,2,1,0,0,1,0,1,1,,17000
14,14.3,1,0,1,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,,5,3,1,0,0,1,1,1,1,4000,29000
10.2,10.4,1,0,1,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,1,3,4,2,1,0,0,,1,1,1,5000,35000
12.3,12.55,1,0,1,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,1,2,2,1,1,0,0,1,1,1,1,3000,14000
13.1,13.35,1,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,1,0,2,1,1,0,0,,1,1,0,3000,17000
11.35,12.1,1,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,,4,2,1,0,0,,1,1,1,5000,30000
11.05,11.3,1,0,1,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,54,2,1,1,0,0,1,0,1,1,4000,13000
11.05,11.25,0,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,1,30,4,2,1,0,0,1,1,1,0,5000,22000
9.449999999999999,10.1,0,1,0,0,1,0,1,0,4,0,0,0,0,1,0,0,0,0,1,5,1,1,1,0,0,1,0,1,0,,6000
9.449999999999999,10.15,0,1,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,,5,3,1,0,0,1,1,1,0,4500,
13.25,13.5,0,1,0,0,1,0,0,0,12,0,1,0,0,1,0,0,0,0,1,21,5,3,1,0,0,1,0,1,0,2000,18000
14.15,14.4,0,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0,1,0,1,27,4,2,1,0,0,0,0,1,0,2500,8000
12.1,12.4,0,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,1,1,18,5,3,1,0,0,1,0,1,0,,6000
9.5,10.1,0,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,4,3,2,1,0,0,1,0,1,0,3000,4000
10.2,10.45,0,1,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,,3,2,1,0,0,1,0,1,0,6000,18000
15.2,15.45,0,1,0,0,1,0,0,1,3,0,0,1,0,0,0,1,0,0,1,2,2,1,1,0,0,0,0,1,0,2500,19000
16.2,16.45,0,1,0,0,1,0,1,0,7,0,0,0,1,0,0,0,0,0,0,25,4,3,1,0,0,1,0,0,0,3000,2000
11.2,11.4,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,33,4,2,1,0,0,1,1,1,0,3500,8000
15.25,15.5,0,1,0,0,1,0,1,0,10,1,0,0,1,0,0,0,0,0,0,10,4,3,1,0,0,0,0,0,0,,7000
13.5,14.1,0,1,0,0,1,0,1,0,7,0,0,1,0,0,1,0,0,0,1,31,4,3,1,0,0,,1,1,0,,7000
11.1,11.35,0,1,0,0,1,0,1,0,7,1,0,0,0,0,0,0,0,0,0,,3,2,1,0,0,,0,1,0,1500,7000
14.45,15.08,0,1,0,0,1,1,0,0,5,0,0,0,1,0,0,0,0,0,0,4,3,2,1,0,0,0,1,0,0,3000,16000
14.55,18.15,0,1,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,,3,2,0,1,0,0,0,0,0,1800,7000
15,15.25,0,1,0,0,1,0,1,0,3,1,0,0,0,0,0,0,1,0,1,6,2,1,0,0,0,0,0,1,0,1800,5000
16.3,16.45,0,1,0,0,1,1,0,0,4,0,1,0,0,0,0,0,0,1,1,10,3,2,1,0,0,1,0,0,0,2000,10000
11.05,11.35,0,1,0,0,1,0,1,0,6,0,0,0,0,0,0,0,1,0,1,29,4,3,1,0,0,1,0,1,0,,
16.4,17,0,1,0,0,1,0,1,0,4,0,0,0,1,0,0,0,0,0,0,5,3,2,0,1,0,0,0,0,0,1500,8000
12.45,13.05,0,1,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,1,1,27,3,2,0,0,1,0,0,1,0,2000,
16.4,17.05,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,20,3,1,1,0,0,1,1,1,0,2000,11500
14.15,14.4,0,1,0,0,1,1,0,0,5,0,0,0,0,0,0,0,1,0,1,30,3,2,1,0,0,1,0,1,0,,10000
12.1,12.3,0,1,0,0,1,1,0,0,6,0,0,0,0,0,1,0,0,0,1,30,4,3,1,0,0,0,0,1,0,2500,20000
12.2,12.4,0,1,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,,5,3,1,0,0,,1,1,0,,
12.35,13,0,1,0,0,1,0,0,0,7,0,0,0,0,0,1,0,0,0,1,27,5,3,1,0,0,1,0,1,0,3000,16000
15.2,15.45,0,1,0,0,1,0,1,0,6,0,0,0,0,0,0,0,1,0,1,24,5,3,0,0,1,0,0,1,0,,14000
10.55,11.2,0,1,0,0,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,,4,2,1,0,0,0,0,0,0,,
16.1,16.3,0,1,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,1,20,3,2,1,0,0,1,0,0,0,,6000
16.2,16.4,0,1,0,0,1,0,0,0,6,0,0,1,0,0,0,1,0,0,1,10,4,2,0,0,1,,0,1,0,7500,23000
14.2,14.45,0,1,0,0,1,0,1,0,6,0,1,0,0,0,0,0,0,0,0,,5,3,0,1,0,,0,1,0,2000,13000
9.550000000000001,10.15,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,,2,1,1,0,0,,0,1,0,2000,8000
14.4,15,0,1,0,0,1,0,1,0,4,0,0,0,1,0,0,0,0,0,0,8,2,1,1,0,0,0,0,0,0,1500,7000
11.4,12.05,0,1,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,,3,2,1,0,0,1,0,1,0,2500,
16.1,16.3,0,1,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,1,1,10,2,2,0,0,1,0,0,0,0,2500,18000
13.25,13.55,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,30,2,1,0,0,1,0,0,1,0,,
12.05,12.3,0,1,0,0,1,0,0,0,9,0,0,0,0,1,0,0,0,0,1,34,4,3,1,0,0,1,0,1,0,3000,12000
13.15,13.4,0,1,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,28,2,1,1,0,0,,0,1,0,3000,7000
18.2,18.45,0,1,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,1,1,18,2,2,1,0,0,,0,1,0,,14000
14.2,14.4,0,1,0,0,1,0,0,0,8,0,0,0,1,0,0,0,0,0,0,6,2,2,1,0,0,,0,1,0,,
15.05,15.3,0,1,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,1000,6000
14.15,14.35,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,,2,1,1,0,0,0,0,0,0,,
15.15,15.4,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,1,23,3,2,0,0,1,,0,0,0,,8000
9.1,9.300000000000001,0,1,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,30,2,1,1,0,0,1,0,1,0,1500,18000
14.2,14.55,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,,3,2,0,0,1,0,0,0,0,1000,10000
12,12.25,0,1,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,,3,2,0,0,1,0,0,0,0,1000,12000
12.4,13,0,1,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,1500,6000
14.4,15,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,1,1,19,4,2,1,0,0,1,0,0,0,5000,
12.1,12.3,0,1,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,,2,1,0,0,1,,0,0,0,,
15.35,16,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,1,0,0,0,0,1500,6000
10.1,10.35,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,40,3,2,1,0,0,1,0,1,0,2500,6000
10.2,10.4,0,1,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,2600,
11.25,11.45,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,10,3,1,0,0,1,0,0,0,0,500,4000
14,14.25,0,1,0,0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0,1,3,2,0,0,1,0,0,0,0,2000,14000
9.25,9.449999999999999,0,1,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,5,2,1,1,0,0,,0,1,0,,
12.5,13.15,0,1,0,0,0,0,1,0,7,0,0,0,1,0,0,0,0,0,0,20,2,2,0,1,0,0,0,0,0,500,4000
9.5,10.1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,22,3,2,1,0,0,1,0,0,0,,
9.449999999999999,10,0,1,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,1,2,2,2,0,0,1,0,0,0,0,1000,9000
10.45,11.05,0,1,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,1,1,3,1,1,0,0,,0,0,0,,10000
11.25,11.45,0,1,0,0,0,1,0,0,6,0,0,0,0,1,0,0,0,0,1,10,3,2,0,0,1,0,0,0,0,,8900
14,14.2,1,1,0,0,0,1,0,0,10,0,1,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,1,0,,11000
10,10.25,1,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,15,3,2,1,0,0,1,0,1,0,4000,17000
10.05,10.35,1,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,8,3,1,1,0,0,1,0,1,1,3000,8000
10.5,11.25,1,1,0,0,0,0,0,1,6,0,0,1,0,1,0,0,0,0,1,3,4,3,1,0,0,,0,1,1,,9000
15.35,16,1,1,0,0,0,0,0,0,10,1,0,0,0,1,0,0,0,0,1,11,3,2,1,0,0,0,0,1,0,1500,
11.3,11.55,1,1,0,0,0,1,0,0,6,0,0,0,0,1,0,0,0,0,1,25,3,2,1,0,0,1,0,1,0,3000,22000
11,11.25,1,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,20,3,2,1,0,0,1,0,1,0,3000,12000
10.3,10.55,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,39,3,2,1,0,0,1,0,1,1,6000,6000
14.3,14.55,1,1,0,0,0,1,0,0,3,0,0,1,1,0,0,0,0,0,0,2,3,2,0,0,1,0,0,1,0,4500,33000
11.3,11.5,1,1,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,30,2,1,1,0,0,1,0,1,1,4000,5000
11.35,12.05,1,1,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,5,4,2,1,0,0,1,0,1,1,5000,15000
15,15.25,1,1,0,0,0,0,1,0,10,0,1,0,1,0,0,0,0,0,0,30,4,3,1,0,0,1,0,1,0,3000,33000
13.3,13.55,1,1,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,,3,2,1,0,0,1,0,1,0,2000,16000
10.05,10.35,1,1,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1,46,4,2,1,0,0,1,0,1,1,7000,8000
13.4,14.1,1,1,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,1,23,4,1,1,0,0,1,0,1,1,2000,15000
10,10.3,1,1,0,0,0,0,0,0,8,1,0,0,1,0,0,0,0,0,0,6,5,3,1,0,0,1,0,1,1,3000,15000
10.5,11.25,1,1,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1,5,2,1,1,0,0,0,0,1,0,4500,10000
11.4,12.05,1,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,,4,2,1,0,0,0,0,1,1,5000,13000
10.4,11.1,1,1,0,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,0,30,6,4,1,0,0,1,0,1,0,,10000
14.2,14.5,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,26,3,2,1,0,0,1,0,1,0,3500,6000
14.05,14.3,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,9,4,2,0,1,0,0,0,1,0,,18000
12.3,13,0,0,0,1,1,0,1,0,4,0,0,0,0,0,0,0,1,0,1,18,6,4,0,1,0,0,0,0,0,8000,25000
13.2,13.45,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,44,3,1,0,1,0,0,0,1,0,3000,7000
12.15,12.45,0,0,0,1,1,0,0,0,6,0,0,1,0,0,1,0,0,0,1,39,5,3,0,1,0,0,0,1,0,12000,10000
13.25,13.55,0,0,0,1,1,1,0,0,4,1,0,0,1,0,0,0,0,0,0,22,4,2,0,1,0,0,0,1,0,,8000
11.3,11.55,0,0,0,1,1,0,1,0,4,0,0,0,1,0,0,0,0,0,0,13,4,2,0,1,0,0,0,1,0,,8000
14.1,14.35,0,0,0,1,1,1,0,0,6,0,0,0,0,0,0,0,1,0,1,40,5,3,0,1,0,0,0,1,1,,12000
10,10.25,0,0,0,1,1,1,0,0,5,0,0,1,0,0,0,0,0,0,0,,3,2,0,1,0,0,0,1,0,,
14.3,15.05,0,0,0,1,1,1,0,0,4,0,0,0,0,0,0,0,0,1,1,10,4,2,0,0,0,0,0,1,0,3000,20000
11.1,11.35,0,0,0,1,1,0,1,0,5,0,1,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,1,1,0,2500,20000
10.3,11,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,1,0,1,33,4,2,0,0,1,0,0,1,0,2500,5000
10.35,11,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,43,2,1,0,1,0,0,0,1,0,2000,3200
13,13.25,0,0,0,1,1,1,0,0,3,1,0,0,0,0,0,0,1,0,1,7,1,1,0,0,0,0,0,0,0,,8000
10.35,11,0,0,0,1,1,0,1,0,7,1,0,0,0,0,1,0,0,0,1,21,4,3,0,1,0,0,0,1,0,2500,12000
13.05,13.3,0,0,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,,3,2,0,1,0,0,0,1,0,,
12.15,12.45,0,0,0,1,1,0,0,0,7,1,0,0,0,0,0,0,1,0,1,36,5,3,0,1,0,0,0,1,0,9000,14000
13.35,14.05,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,35,4,2,0,1,0,0,0,1,0,,5000
15.55,16.25,0,0,0,1,1,0,0,0,3,1,0,0,0,0,1,0,0,0,1,21,4,3,1,0,0,1,0,1,0,2500,15000
