hora_c,hora_f,bformal,dconurb1,dconurb2,dconurb3,dmore2000,dprop_soloviv,dprop_ocupant,dinquilinos,npersonashogar,dedu_secincomp,dedu_seccomp,dedu_ter_o_mas,ddondevivia2,ddondevivia3,ddondevivia4,ddondevivia5,ddondevivia6,ddondevivia7,dmigrantefuerabarrio,antigenvivienda,nambientes,m2,dconexionagua1,dconexionagua2,dconexionagua3,dpagaelagua,dcloaca,delectricidad_med,dconexiongas,alquiler2,ingresohogar2
13.5,14.15,0,0,0,1,1,0,1,0,3,1,0,0,1,0,0,0,0,0,0,2,2,1,0,1,0,0,0,1,0,2000,10500
11.1,11.45,0,0,0,1,1,0,1,0,4,0,0,0,1,0,0,0,0,0,0,16,2,1,0,1,0,,0,0,0,,5500
11.1,11.3,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,26,5,1,0,1,0,0,0,1,0,3000,15000
16.55,17.2,0,0,0,1,1,0,1,0,8,0,0,0,0,0,0,0,1,0,1,22,4,2,0,1,0,0,0,1,0,1000,14000
15.45,16.15,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,2,1,0,1,0,0,0,0,0,,11000
11.05,11.3,0,0,0,1,1,1,0,0,5,1,0,0,0,1,0,0,0,0,1,27,5,3,0,1,0,0,0,1,0,,
14.45,15.1,0,0,0,1,1,0,0,0,6,1,0,0,0,0,1,0,0,0,1,24,5,3,0,1,0,0,0,1,0,,40000
14.15,14.45,0,0,0,1,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,6,3,2,0,1,0,0,0,1,1,,22000
13.5,14.15,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,3,2,0,1,0,0,0,0,0,,
15,15.25,0,0,0,1,1,1,0,0,4,0,0,1,0,0,0,0,0,1,1,1,4,2,0,1,0,0,0,0,0,3000,10000
12.55,13.25,0,0,0,1,1,0,0,0,9,0,1,0,0,0,1,0,0,0,1,31,6,3,0,1,0,0,0,1,1,,12000
11.4,12.05,0,0,0,1,1,0,1,0,9,0,0,0,1,0,0,0,0,0,0,20,3,2,0,1,0,0,0,0,0,,
14.55,15.2,0,0,0,1,1,1,0,0,5,0,0,0,0,1,0,0,0,0,1,12,4,2,0,1,0,0,0,1,0,,12000
16.1,16.45,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,0,1,0,,4000
12.25,13,0,0,0,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,15,2,1,0,1,0,,0,1,0,,5000
12,12.3,0,0,0,1,1,0,0,0,9,0,0,0,0,0,0,1,0,0,1,27,4,2,0,1,0,0,0,1,0,,13000
12.15,12.45,0,0,0,1,1,1,0,0,5,0,1,0,0,0,1,0,0,0,1,15,4,2,0,1,0,0,0,1,0,,12000
15.15,15.4,0,0,0,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,1,10,2,1,0,1,0,0,0,1,0,2300,10000
13.15,13.45,0,0,0,1,1,0,1,0,4,1,0,0,1,0,0,0,0,0,0,6,2,1,0,1,0,0,0,0,0,2500,15000
12.1,12.35,0,0,0,1,1,1,0,0,4,0,1,0,0,0,0,0,0,1,1,15,2,1,0,1,0,0,0,1,0,,4000
16.3,17,0,0,0,1,1,0,0,0,5,0,1,0,0,0,0,1,0,0,1,10,3,2,1,0,0,,1,1,0,,17000
13,13.3,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,30,2,1,0,1,0,0,0,1,0,3500,3400
14.15,14.45,0,0,0,1,1,0,0,1,5,0,0,1,0,0,0,1,0,0,1,2,4,2,0,1,0,0,0,1,0,3500,15000
12.25,13,0,0,0,1,1,1,0,0,6,1,0,0,0,0,0,1,0,0,1,13,5,3,0,1,0,0,0,1,0,4000,
10.4,11.1,0,0,0,1,1,1,0,0,2,0,1,0,0,0,1,0,0,0,1,0,3,3,0,1,0,0,0,1,0,2000,10000
13.1,13.4,0,0,0,1,1,1,0,0,4,0,0,0,0,0,0,1,0,0,1,9,4,3,0,0,0,0,0,1,0,2500,14000
13.45,14.2,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,1,1,6,3,2,0,1,0,0,0,0,0,4000,12000
10.05,10.3,0,0,0,1,1,1,0,0,4,0,0,0,0,0,0,0,0,1,1,9,4,2,0,1,0,0,0,1,0,3000,13000
12.35,13.1,0,0,0,1,1,0,0,0,9,1,0,0,0,0,1,0,0,0,1,6,4,2,0,1,0,,0,1,0,4000,26000
10.3,10.55,1,0,0,1,1,0,0,0,3,0,1,0,0,1,0,0,0,0,1,7,3,2,1,0,0,0,1,1,0,4000,9000
10.5,11.2,1,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,2,1,1,0,0,,0,1,1,,20000
18.05,18.3,1,0,0,1,1,1,0,0,4,0,0,0,0,0,0,1,0,0,1,24,5,3,0,1,0,0,0,1,1,,8000
14.5,15.2,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,1,3,2,0,1,0,0,0,1,0,3000,9000
15.3,16,1,0,0,1,1,0,0,0,5,1,0,0,0,0,0,1,0,0,1,13,4,3,0,1,0,0,0,1,0,2000,13000
12.15,12.45,1,0,0,1,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,,5,3,1,0,0,1,0,1,1,7000,30000
14.05,14.25,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,32,4,2,1,0,0,1,0,1,0,,20000
14,14.25,1,0,0,1,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,,5,3,1,0,0,1,1,1,1,7000,25000
17.25,17.55,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,42,5,3,1,0,0,,0,1,0,,7000
12.3,13,1,0,0,1,1,0,0,0,3,1,0,0,0,1,0,0,0,0,1,20,4,2,1,0,0,,0,1,0,3000,12000
10.2,10.45,1,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,1,0,1,30,4,2,1,0,0,1,0,1,0,,13000
11.5,12.1,1,0,0,1,1,0,0,0,3,0,1,0,0,0,0,1,0,0,1,38,4,2,1,0,0,1,0,1,1,7000,40000
14.5,15.2,1,0,0,1,1,1,0,0,4,1,0,0,0,0,1,0,0,0,1,30,4,2,1,0,0,1,0,1,1,,9000
12.45,13.1,1,0,0,1,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,,5,2,0,1,0,0,0,1,0,,40000
13,13.2,1,0,0,1,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,,4,2,0,1,0,0,0,1,0,,
16,16.25,1,0,0,1,1,0,0,1,4,0,1,0,0,0,0,0,0,1,1,3,3,2,1,0,0,,0,1,1,4500,20000
15.45,16,1,0,0,1,1,0,0,0,4,0,1,0,1,0,0,0,0,0,0,5,3,2,1,0,0,1,0,1,0,,12000
18.4,19,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,21,2,1,1,0,0,1,0,1,0,3500,18000
16.4,17.15,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,42,4,2,1,0,0,1,0,1,1,,18000
11,11.25,1,0,0,1,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,,3,2,0,1,0,0,0,1,0,2500,
11.35,12,1,0,0,1,1,0,0,0,5,0,0,0,0,0,0,1,0,0,1,6,3,2,0,0,1,0,0,1,0,3500,10000
12.05,12.35,1,0,0,1,1,1,0,0,4,0,0,0,0,1,0,0,0,0,1,12,5,3,1,0,0,,0,1,0,,
12.4,13.05,1,0,0,1,1,0,0,0,6,0,1,0,0,0,1,0,0,0,1,23,5,3,1,0,0,1,0,1,1,,8000
13.15,13.45,1,0,0,1,1,0,0,1,6,0,0,1,0,0,0,0,0,1,1,1,5,3,0,1,0,0,0,1,0,3500,10000
19.15,19.45,1,0,0,1,1,0,0,1,4,0,1,0,0,0,0,1,0,0,1,6,5,3,1,0,0,1,0,1,1,4000,15000
11.3,11.55,1,0,0,1,1,1,0,0,3,1,0,0,0,0,0,1,0,0,1,40,5,2,0,1,0,,0,1,0,3000,16000
12.3,12.5,1,0,0,1,1,1,0,0,10,1,0,0,0,0,0,0,0,0,0,,4,4,0,0,1,0,0,1,0,2000,9000
12,12.2,1,0,0,1,1,1,0,0,5,0,1,0,0,0,1,0,0,0,1,0,4,2,1,0,0,,0,0,0,,7500
13.05,13.3,1,0,0,1,1,0,1,0,5,0,1,0,0,1,0,0,0,0,1,20,1,1,1,0,0,1,0,1,0,2500,12000
10.3,10.5,1,0,0,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,,4,2,0,1,0,0,0,1,0,2500,15000
17.05,17.3,1,0,0,1,1,1,0,0,5,0,0,0,0,0,1,0,0,0,1,2,2,1,0,1,0,0,0,1,0,,7000
11.3,12,1,0,0,1,1,0,1,0,8,0,0,0,0,0,0,1,0,0,1,25,6,5,0,1,0,0,0,1,0,2000,
13.55,14.2,1,0,0,1,1,1,0,0,4,0,1,0,0,0,0,0,0,1,1,39,3,2,0,1,0,0,0,1,0,3000,20000
10.3,10.55,1,0,0,1,1,1,0,0,4,0,0,0,0,0,1,0,0,0,1,30,4,3,0,1,0,0,0,1,0,2500,15000
19.55,20.25,1,0,0,1,1,0,0,0,5,1,0,0,0,1,0,0,0,0,1,2,5,3,1,0,0,,0,1,0,4000,25000
14,14.35,1,0,0,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,1,25,3,2,0,1,0,0,0,1,0,,9500
13.15,13.4,1,0,0,1,1,1,0,0,4,1,0,0,1,0,0,0,0,0,0,6,3,2,0,1,0,0,0,1,0,,7000
13.3,14,1,0,0,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,45,3,2,0,1,0,0,0,1,0,,3800
16.05,16.3,1,0,0,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,0,1,0,2500,17000
9.449999999999999,10.1,1,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,1,0,1,40,2,1,1,0,0,,0,0,0,2500,7000
13,13.3,1,0,0,1,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,,4,3,0,1,0,0,0,1,0,2000,4000
12.25,12.5,1,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,1,1,3,3,2,0,1,0,0,0,1,0,4000,12000
13.45,14.1,1,0,0,1,1,1,0,0,4,0,0,0,0,0,1,0,0,0,1,24,4,3,0,1,0,0,0,1,0,3500,12500
12.3,12.55,1,0,0,1,1,0,1,0,5,0,0,0,0,0,0,1,0,0,1,30,4,2,0,1,0,0,0,0,0,1500,3000
10.55,11.2,1,0,0,1,1,1,0,0,4,0,1,0,0,0,1,0,0,0,1,10,2,1,0,1,0,0,0,1,0,,15000
11,11.2,1,0,0,1,1,1,0,0,3,0,0,0,0,0,0,1,0,0,1,20,2,1,1,0,0,1,0,1,1,,10000
11.05,11.3,1,0,0,1,1,0,0,0,4,0,0,1,0,0,0,0,0,1,1,7,5,3,1,0,0,1,0,1,0,12000,15000
12.2,12.45,1,0,0,1,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,,6,4,1,0,0,1,0,1,1,,
14.3,14.5,1,0,0,1,1,1,0,0,11,0,0,0,0,0,0,1,0,0,1,4,4,3,1,0,0,,1,1,0,6000,8000
11,11.3,1,0,0,1,1,0,0,0,6,0,1,0,0,1,0,0,0,0,1,5,3,2,0,0,1,0,1,1,0,,
11,11.2,1,0,0,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,,4,3,0,1,0,0,0,1,0,3000,
15.15,15.4,1,0,0,1,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,,5,3,0,0,1,,0,1,1,,8000
14.4,15,1,0,0,1,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,,4,2,1,0,0,1,0,1,1,,18000
13.45,14.1,1,0,0,1,1,1,0,0,7,0,1,0,0,0,1,0,0,0,1,10,4,3,0,0,0,0,1,1,0,2500,7300
11.25,11.45,1,0,0,1,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,,4,2,1,0,0,,0,1,1,,
12.45,13.05,1,0,0,1,1,1,0,0,3,1,0,0,0,0,1,0,0,0,1,1,3,2,0,1,0,0,0,1,0,2500,8000
15.1,15.3,1,0,0,1,1,0,0,0,5,0,1,0,0,1,0,0,0,0,1,15,3,2,0,1,0,0,0,1,1,3000,16000
13.05,13.3,1,0,0,1,1,1,0,0,6,0,1,0,0,0,1,0,0,0,1,29,4,3,1,0,0,1,0,1,1,,18000
11.05,11.3,1,0,0,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,1,6,3,1,0,0,1,0,1,1,0,4000,11000
12.35,13,1,0,0,1,1,1,0,0,3,0,1,0,0,0,0,1,0,0,1,9,3,2,1,0,0,1,1,1,0,3000,15000
10.35,11,1,0,0,1,1,0,0,0,8,0,0,0,0,1,0,0,0,0,1,6,3,3,0,0,1,0,1,1,0,4500,4000
11.3,12,1,0,0,1,1,0,0,1,4,0,1,0,0,0,0,0,0,1,1,2,2,1,0,0,1,0,0,1,0,,
10.35,11,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,40,2,1,0,0,1,0,0,1,1,,6200
13.1,13.4,1,0,0,1,1,1,0,0,5,1,0,0,0,0,0,0,0,0,0,,3,2,0,1,0,0,0,1,0,5000,13000
11.35,12,1,0,0,1,1,0,0,0,8,0,0,0,0,0,1,0,0,0,1,8,3,3,0,0,1,0,1,0,0,,7000
12,12.3,1,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,,7,5,1,0,0,,1,1,1,,25000
14.3,14.55,1,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,36,7,1,0,1,0,0,0,1,0,6000,20000
15.1,15.3,1,0,0,1,1,1,0,0,5,0,0,0,0,0,1,0,0,0,1,4,4,3,0,0,1,0,1,1,1,4000,13500
13.5,14.15,1,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,1,1,15,3,2,0,1,0,0,0,1,0,,13000
13.25,13.5,1,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,1,25,4,4,1,0,0,1,0,1,1,4000,8000
11.05,11.3,1,0,0,1,1,1,0,0,6,1,0,0,0,1,0,0,0,0,1,10,6,4,0,1,0,0,0,1,0,,14000
12,12.25,1,0,0,1,1,1,0,0,4,0,1,0,0,1,0,0,0,0,1,8,4,2,1,0,0,1,1,1,0,4000,12000
16.01,16.3,1,0,0,1,1,0,0,1,7,1,0,0,0,1,0,0,0,0,1,2,3,2,1,0,0,,0,1,0,2000,6000
10.3,10.55,1,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,1,0,1,6,3,2,0,1,0,0,0,1,0,3500,10000
11.25,11.55,1,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,1,0,1,3,2,2,0,1,0,0,0,1,0,,10000
13.1,13.35,1,0,0,1,1,1,0,0,7,0,0,0,0,0,0,1,0,0,1,14,4,3,1,0,0,1,1,1,0,2500,9000
11.35,11.55,1,0,0,1,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,,4,3,1,0,0,1,0,1,1,4000,16000
14.1,14.45,1,0,0,1,1,1,0,0,5,0,0,0,0,1,0,0,0,0,1,36,4,3,1,0,0,0,0,1,0,,7000
16.35,17,1,0,0,1,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,5,3,0,1,0,0,0,1,0,,12000
12.5,13.15,1,0,0,1,1,0,0,0,2,1,0,0,0,0,1,0,0,0,1,42,4,1,1,0,0,1,0,1,1,2500,16000
11.35,12,1,0,0,1,1,1,0,0,4,0,0,0,0,0,1,0,0,0,1,39,5,3,0,1,0,0,0,1,0,,10000
10.3,10.55,1,0,0,1,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,,5,3,1,0,0,,0,1,1,,13000
13.3,13.5,1,0,0,1,1,0,1,0,4,1,0,0,1,0,0,0,0,0,0,10,4,2,1,0,0,,0,1,0,,
12.5,13.2,1,0,0,1,1,0,1,0,4,0,0,0,0,0,0,0,1,0,1,12,2,1,0,1,0,0,0,1,0,,15000
10.3,10.5,1,0,0,1,1,0,1,0,3,0,0,1,0,0,0,0,1,0,1,20,2,2,0,1,0,0,0,1,0,,10000
12.4,13.1,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,1,0,0,1,20,3,2,0,1,0,0,1,1,0,3000,12000
11,11.35,0,0,0,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,,4,2,0,1,0,0,0,1,0,,12000
10.5,11.15,0,0,0,1,0,1,0,0,6,1,0,0,0,0,0,1,0,0,1,3,3,2,0,1,0,0,0,1,0,,9500
11,11.36,0,0,0,1,0,1,0,0,6,0,1,0,1,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,2000,5000
11.2,11.45,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,25,3,2,0,1,0,0,0,1,1,4000,7000
12,12.3,0,0,0,1,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,3,2,1,0,1,0,0,0,1,0,,10000
10.45,11,0,0,0,1,0,0,1,0,4,0,0,0,0,1,0,0,0,0,1,5,3,2,0,1,0,0,0,1,0,1500,8000
11,11.4,0,0,0,1,0,1,0,0,5,0,0,0,0,1,0,0,0,0,1,3,2,2,0,1,0,0,0,1,0,3000,13000
14.1,14.43,0,0,0,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,10,3,2,0,1,0,0,0,1,0,4000,13000
11.35,11.07,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,1,0,0,1,15,7,6,0,1,0,0,0,1,0,5000,40000
10.2,10.5,0,0,0,1,0,1,0,0,4,1,0,0,1,0,0,0,0,0,0,5,2,1,0,1,0,0,0,1,0,1000,19000
12,12.3,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,1,0,0,1,1,2,1,0,1,0,0,0,1,0,3000,5000
10.05,10.3,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,30,5,4,0,1,0,0,0,1,1,,15000
10.1,10.42,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,3,2,1,0,1,0,0,0,1,0,,
12.3,13,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,10,2,1,0,1,0,0,0,1,0,,6000
15.1,15.45,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,38,3,2,0,1,0,0,0,1,0,2000,20000
13.3,14.05,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,38,5,3,0,1,0,0,0,1,0,5000,25000
10,10.3,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,0,0,0,1,20,4,2,0,1,0,0,0,1,1,,15000
14.2,14.5,0,0,0,1,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,2,1,0,1,0,0,0,1,0,1500,7000
10.1,10.4,0,0,0,1,0,0,1,0,10,0,0,0,0,0,0,1,0,0,1,2,3,2,0,1,0,0,0,1,0,3000,19000
13.3,14,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,51,2,1,0,1,0,0,0,1,0,,6000
11.45,12.15,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,4,4,2,0,1,0,0,0,1,0,4000,13000
14.55,15.24,0,0,0,1,0,1,0,0,4,0,1,0,0,1,0,0,0,0,1,0,3,2,0,1,0,0,0,1,0,,9000
11.25,11.52,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,10,3,2,0,1,0,0,0,1,0,,6000
11.5,12.2,0,0,0,1,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,28,3,2,0,1,0,0,0,1,0,2000,8000
10.15,10.45,0,0,0,1,0,1,0,0,6,1,0,0,1,0,0,0,0,0,0,1,6,4,0,1,0,0,0,1,0,,
17.35,18,1,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,,5,3,0,1,0,0,0,1,1,6000,16000
17,17.25,1,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,,5,3,0,1,0,0,0,1,1,,16000
12.1,12.4,1,0,0,1,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,500,4500
17,17.42,1,0,0,1,0,1,0,0,5,1,0,0,0,0,0,1,0,0,1,8,3,1,0,1,0,0,0,1,0,,9500
10.05,10.35,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,30,2,1,0,1,0,0,0,1,0,,7800
11.1,11.4,1,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,,3,2,0,1,0,0,0,1,1,5000,20000
11.45,12.15,1,0,0,1,0,1,0,0,7,0,1,0,0,0,1,0,0,0,1,20,3,2,0,1,0,0,0,1,0,,16000
17.4,18.24,1,0,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,2,2,1,0,1,0,0,0,1,0,3000,6000
10.3,10.55,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,5,2,0,1,0,0,0,1,1,,16000
13.1,13.5,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,9,3,2,0,1,0,0,0,0,1,3500,5000
13.2,13.45,1,0,0,1,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,15,4,2,0,1,0,0,0,1,1,6000,12000
16.45,17.15,1,0,0,1,0,1,0,0,3,0,1,0,0,0,0,0,0,1,1,5,3,2,0,1,0,0,0,1,1,3000,12000
14.05,14.35,1,0,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,2,2,1,0,1,0,0,0,1,0,2500,13000
14.1,14.5,1,0,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,17,4,2,0,1,0,0,0,1,1,,8000
12.45,13.1,1,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,,4,2,0,1,0,0,0,1,1,5000,13000
13,13.39,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,10,4,2,0,1,0,0,0,1,0,6000,10000
13.55,14.2,1,0,0,1,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,15,5,2,0,1,0,0,0,1,1,,10000
14.5,15.15,1,0,0,1,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,4,4,2,0,1,0,0,0,1,1,3000,10000
11,11.43,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,,2,1,0,1,0,0,0,1,1,2500,3200
11.05,11.3,1,0,0,1,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,,5,3,0,1,0,0,0,1,1,,15000
14,14.25,1,0,0,1,0,0,1,0,8,0,1,0,0,1,0,0,0,0,1,22,5,4,0,1,0,0,0,1,1,3000,15000
12.4,13.1,1,0,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,,4,3,0,1,0,0,0,1,1,5000,12000
10.05,10.35,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,22,3,2,0,1,0,0,0,1,1,5000,9000
13.05,13.3,1,0,0,1,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,18,5,2,0,1,0,0,0,1,1,5500,10000
16.1,16.4,1,0,0,1,0,0,1,0,6,0,1,0,1,0,0,0,0,0,0,4,2,1,0,1,0,0,0,1,0,2000,10000
11.2,12.06,1,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,6,4,2,0,1,0,0,0,1,0,5000,6000
12,12.46,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,30,3,2,0,1,0,0,0,1,1,5000,
18.05,18.35,1,0,0,1,0,0,0,0,6,0,1,0,1,0,0,0,0,0,0,18,4,2,0,1,0,0,0,1,1,6000,17000
13.45,14.15,1,0,0,1,0,0,0,0,5,0,1,0,0,0,0,1,0,0,1,40,4,2,0,1,0,0,0,1,0,,16000
15.2,15.5,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,35,2,1,0,1,0,0,0,1,0,3000,10000
13.2,14.06,1,0,0,1,0,0,0,1,3,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1300,5000
11.2,11.5,1,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,10,2,1,0,1,0,0,0,1,0,4000,3900
16.3,17.16,1,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,20,5,3,0,0,1,0,1,1,0,3000,
15.3,16.14,1,0,0,1,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,5,2,1,0,1,0,0,0,1,1,4000,9000
16.3,16.55,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19,3,1,0,1,0,0,0,1,0,3000,8000
15.1,16.04,1,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,6,4,2,0,1,0,0,0,1,0,5000,
12.2,12.45,1,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,,4,2,0,1,0,0,0,1,1,5000,12000
15.25,15.5,1,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,,3,2,0,1,0,0,0,1,0,,11000
10.45,11.1,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,21,4,2,0,1,0,0,0,1,0,2000,14000
13,13.25,1,0,0,1,0,1,0,0,4,0,0,0,0,1,0,0,0,0,1,12,5,2,0,1,0,0,0,1,1,3000,10000
10.2,11.04,1,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,3000,9000
15,15.25,1,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,,4,3,0,1,0,0,0,1,0,2000,15000
16,16.25,1,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,15,2,1,0,1,0,0,0,1,0,2000,2000
10.1,10.5,1,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,,2,1,0,1,0,0,0,1,0,7000,25000
11.4,12.1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,10,2,1,0,1,0,0,0,1,1,5000,10000
12.1,12.35,1,0,0,1,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,26,4,2,0,1,0,0,0,1,1,5000,10000
11,11.3,1,0,0,1,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,4,4,2,0,1,0,0,0,1,1,,14000
9.300000000000001,10,1,0,0,1,0,0,1,0,4,1,0,0,1,0,0,0,0,0,0,6,3,2,0,1,0,0,0,1,0,2000,10000
